"sales_key","order_id","date_key","customer_key","product_key","order_status","quantity","unit_price","unit_cost","gross_revenue","cogs","gross_profit","allocated_discount","allocated_shipping","net_revenue","net_profit"
"1835","1029","20260414","1595","239","Completed","1","116.83","67.33","116.83","67.33","49.50","0.00","5.00","116.83","49.50"
"1836","1029","20260414","1595","193","Completed","1","232.94","146.33","232.94","146.33","86.61","0.00","5.00","232.94","86.61"
"1837","1030","20260908","1916","216","Completed","1","315.71","189.79","315.71","189.79","125.92","2.50","5.00","313.21","123.42"
"1838","1030","20260908","1916","199","Completed","1","154.93","112.90","154.93","112.90","42.03","2.50","5.00","152.43","39.53"
"1839","1031","20260915","1560","218","Returned","1","195.26","111.40","195.26","111.40","83.86","10.00","0.00","185.26","73.86"
"1840","1032","20250901","1932","220","Cancelled","1","97.88","74.33","97.88","74.33","23.55","0.00","0.00","97.88","23.55"
"1841","1033","20260909","1714","181","Returned","1","101.22","64.39","101.22","64.39","36.83","0.00","0.00","101.22","36.83"
"1842","1034","20251207","1651","193","Returned","1","232.94","146.33","232.94","146.33","86.61","15.00","5.99","217.94","71.61"
"1843","1035","20260920","1543","231","Completed","2","111.88","80.39","223.76","160.78","62.98","5.00","9.99","218.76","57.98"
"1844","1036","20250710","1648","215","Completed","1","45.82","32.17","45.82","32.17","13.65","10.00","9.99","35.82","3.65"
"1845","1037","20260116","1645","217","Completed","2","148.68","108.91","297.36","217.82","79.54","1.67","3.33","295.69","77.87"
"1846","1037","20260116","1645","237","Completed","3","155.89","96.42","467.67","289.26","178.41","1.67","3.33","466.00","176.74"
"1847","1037","20260116","1645","194","Completed","1","308.11","207.51","308.11","207.51","100.60","1.67","3.33","306.44","98.93"
"1848","1038","20260507","1924","229","Completed","1","328.53","211.34","328.53","211.34","117.19","5.00","5.00","323.53","112.19"
"1849","1038","20260507","1924","223","Completed","1","80.76","46.98","80.76","46.98","33.78","5.00","5.00","75.76","28.78"
"1850","1039","20260312","1671","215","Completed","1","45.82","32.17","45.82","32.17","13.65","3.33","2.00","42.49","10.32"
"1851","1039","20260312","1671","186","Completed","1","423.31","240.26","423.31","240.26","183.05","3.33","2.00","419.98","179.72"
"1852","1039","20260312","1671","202","Completed","1","148.28","83.26","148.28","83.26","65.02","3.33","2.00","144.95","61.69"
"1853","1040","20260410","1873","214","Returned","1","443.92","253.54","443.92","253.54","190.38","2.50","1.50","441.42","187.88"
"1854","1040","20260410","1873","199","Returned","1","154.93","112.90","154.93","112.90","42.03","2.50","1.50","152.43","39.53"
"1855","1040","20260410","1873","233","Returned","1","100.29","55.86","100.29","55.86","44.43","2.50","1.50","97.79","41.93"
"1856","1040","20260410","1873","182","Returned","1","336.54","258.11","336.54","258.11","78.43","2.50","1.50","334.04","75.93"
"1857","1041","20260627","1542","210","Cancelled","1","116.09","88.40","116.09","88.40","27.69","5.00","9.99","111.09","22.69"
"1858","1042","20260530","1531","231","Cancelled","2","111.88","80.39","223.76","160.78","62.98","0.00","3.33","223.76","62.98"
"1859","1042","20260530","1531","208","Cancelled","1","270.85","183.28","270.85","183.28","87.57","0.00","3.33","270.85","87.57"
"1860","1042","20260530","1531","236","Cancelled","1","335.82","190.06","335.82","190.06","145.76","0.00","3.33","335.82","145.76"
"1861","1043","20260524","1649","218","Completed","3","195.26","111.40","585.78","334.20","251.58","2.50","3.00","583.28","249.08"
"1862","1043","20260524","1649","226","Completed","3","155.18","87.63","465.54","262.89","202.65","2.50","3.00","463.04","200.15"
"1863","1044","20260424","1505","197","Completed","2","49.20","27.84","98.40","55.68","42.72","0.00","0.00","98.40","42.72"
"1864","1044","20260424","1505","186","Completed","2","423.31","240.26","846.62","480.52","366.10","0.00","0.00","846.62","366.10"
"1865","1045","20260619","1839","202","Completed","1","148.28","83.26","148.28","83.26","65.02","0.00","0.00","148.28","65.02"
"1866","1045","20260619","1839","212","Completed","1","97.33","68.97","97.33","68.97","28.36","0.00","0.00","97.33","28.36"
"1867","1045","20260619","1839","199","Completed","3","154.93","112.90","464.79","338.70","126.09","0.00","0.00","464.79","126.09"
"1868","1045","20260619","1839","200","Completed","1","212.44","119.33","212.44","119.33","93.11","0.00","0.00","212.44","93.11"
"1869","1046","20260920","1942","212","Returned","1","97.33","68.97","97.33","68.97","28.36","0.00","9.99","97.33","28.36"
"1870","1047","20260910","1664","186","Completed","1","423.31","240.26","423.31","240.26","183.05","0.00","9.99","423.31","183.05"
"1871","1048","20260628","1833","213","Completed","2","148.42","96.71","296.84","193.42","103.42","0.00","5.99","296.84","103.42"
"1872","1049","20260730","1517","187","Cancelled","1","90.39","64.58","90.39","64.58","25.81","7.50","0.00","82.89","18.31"
"1873","1049","20260730","1517","225","Cancelled","2","98.36","65.70","196.72","131.40","65.32","7.50","0.00","189.22","57.82"
"1874","1050","20260731","1525","228","Completed","1","68.08","45.01","68.08","45.01","23.07","0.00","3.33","68.08","23.07"
"1875","1050","20260731","1525","232","Completed","1","292.00","192.97","292.00","192.97","99.03","0.00","3.33","292.00","99.03"
"1876","1050","20260731","1525","222","Completed","1","100.07","70.05","100.07","70.05","30.02","0.00","3.33","100.07","30.02"
"1877","1051","20251129","1668","213","Completed","1","148.42","96.71","148.42","96.71","51.71","0.00","2.00","148.42","51.71"
"1878","1051","20251129","1668","229","Completed","1","328.53","211.34","328.53","211.34","117.19","0.00","2.00","328.53","117.19"
"1879","1051","20251129","1668","202","Completed","1","148.28","83.26","148.28","83.26","65.02","0.00","2.00","148.28","65.02"
"1880","1052","20260103","1750","190","Completed","1","100.47","76.85","100.47","76.85","23.62","10.00","5.99","90.47","13.62"
"1881","1053","20260803","1558","202","Cancelled","1","148.28","83.26","148.28","83.26","65.02","5.00","5.99","143.28","60.02"
"1882","1054","20251107","1545","240","Returned","2","51.43","38.16","102.86","76.32","26.54","2.50","0.00","100.36","24.04"
"1883","1054","20251107","1545","183","Returned","2","60.67","34.80","121.34","69.60","51.74","2.50","0.00","118.84","49.24"
"1884","1055","20260120","1673","198","Completed","1","71.76","49.35","71.76","49.35","22.41","7.50","0.00","64.26","14.91"
"1885","1055","20260120","1673","234","Completed","1","172.64","112.28","172.64","112.28","60.36","7.50","0.00","165.14","52.86"
"1886","1056","20260225","1629","215","Returned","1","45.82","32.17","45.82","32.17","13.65","5.00","0.00","40.82","8.65"
"1887","1057","20260507","1695","228","Cancelled","1","68.08","45.01","68.08","45.01","23.07","7.50","3.00","60.58","15.57"
"1888","1057","20260507","1695","222","Cancelled","1","100.07","70.05","100.07","70.05","30.02","7.50","3.00","92.57","22.52"
"1889","1058","20250704","1861","186","Completed","1","423.31","240.26","423.31","240.26","183.05","0.00","3.00","423.31","183.05"
"1890","1058","20250704","1861","189","Completed","2","413.12","294.37","826.24","588.74","237.50","0.00","3.00","826.24","237.50"
"1891","1059","20260802","1677","236","Completed","1","335.82","190.06","335.82","190.06","145.76","5.00","5.99","330.82","140.76"
"1892","1060","20260618","1867","213","Cancelled","1","148.42","96.71","148.42","96.71","51.71","0.00","0.00","148.42","51.71"
"1893","1060","20260618","1867","206","Cancelled","1","140.62","81.04","140.62","81.04","59.58","0.00","0.00","140.62","59.58"
"1894","1061","20251229","1932","185","Completed","1","121.63","79.08","121.63","79.08","42.55","3.33","3.33","118.30","39.22"
"1895","1061","20251229","1932","227","Completed","1","220.71","129.38","220.71","129.38","91.33","3.33","3.33","217.38","88.00"
"1896","1061","20251229","1932","218","Completed","1","195.26","111.40","195.26","111.40","83.86","3.33","3.33","191.93","80.53"
"1897","1062","20250605","1501","212","Completed","1","97.33","68.97","97.33","68.97","28.36","5.00","2.00","92.33","23.36"
"1898","1062","20250605","1501","233","Completed","1","100.29","55.86","100.29","55.86","44.43","5.00","2.00","95.29","39.43"
"1899","1062","20250605","1501","239","Completed","1","116.83","67.33","116.83","67.33","49.50","5.00","2.00","111.83","44.50"
"1900","1063","20260331","1838","200","Cancelled","1","212.44","119.33","212.44","119.33","93.11","5.00","2.00","207.44","88.11"
"1901","1063","20260331","1838","226","Cancelled","3","155.18","87.63","465.54","262.89","202.65","5.00","2.00","460.54","197.65"
"1902","1063","20260331","1838","190","Cancelled","1","100.47","76.85","100.47","76.85","23.62","5.00","2.00","95.47","18.62"
"1903","1064","20260610","1552","186","Cancelled","1","423.31","240.26","423.31","240.26","183.05","0.00","3.33","423.31","183.05"
"1904","1064","20260610","1552","185","Cancelled","1","121.63","79.08","121.63","79.08","42.55","0.00","3.33","121.63","42.55"
"1905","1064","20260610","1552","240","Cancelled","1","51.43","38.16","51.43","38.16","13.27","0.00","3.33","51.43","13.27"
"1906","1065","20260918","1850","184","Completed","1","93.32","65.41","93.32","65.41","27.91","5.00","0.00","88.32","22.91"
"1907","1066","20251005","1947","182","Returned","2","336.54","258.11","673.08","516.22","156.86","0.00","0.00","673.08","156.86"
"1908","1066","20251005","1947","227","Returned","3","220.71","129.38","662.13","388.14","273.99","0.00","0.00","662.13","273.99"
"1909","1066","20251005","1947","218","Returned","1","195.26","111.40","195.26","111.40","83.86","0.00","0.00","195.26","83.86"
"1910","1067","20251118","1661","190","Completed","1","100.47","76.85","100.47","76.85","23.62","0.00","5.99","100.47","23.62"
"1911","1068","20260414","1763","213","Completed","2","148.42","96.71","296.84","193.42","103.42","0.00","2.00","296.84","103.42"
"1912","1068","20260414","1763","217","Completed","2","148.68","108.91","297.36","217.82","79.54","0.00","2.00","297.36","79.54"
"1913","1068","20260414","1763","222","Completed","3","100.07","70.05","300.21","210.15","90.06","0.00","2.00","300.21","90.06"
"1914","1069","20260512","1830","210","Completed","1","116.09","88.40","116.09","88.40","27.69","1.67","2.00","114.42","26.02"
"1915","1069","20260512","1830","234","Completed","1","172.64","112.28","172.64","112.28","60.36","1.67","2.00","170.97","58.69"
"1916","1069","20260512","1830","193","Completed","1","232.94","146.33","232.94","146.33","86.61","1.67","2.00","231.27","84.94"
"1917","1070","20260520","1564","184","Completed","1","93.32","65.41","93.32","65.41","27.91","5.00","3.00","88.32","22.91"
"1918","1070","20260520","1564","197","Completed","1","49.20","27.84","49.20","27.84","21.36","5.00","3.00","44.20","16.36"
"1919","1071","20260815","1777","240","Completed","1","51.43","38.16","51.43","38.16","13.27","5.00","9.99","46.43","8.27"
"1920","1072","20260705","1540","217","Returned","2","148.68","108.91","297.36","217.82","79.54","0.00","3.00","297.36","79.54"
"1921","1072","20260705","1540","190","Returned","1","100.47","76.85","100.47","76.85","23.62","0.00","3.00","100.47","23.62"
"1922","1073","20260520","1768","210","Completed","1","116.09","88.40","116.09","88.40","27.69","15.00","9.99","101.09","12.69"
"1923","1074","20260304","1627","227","Returned","1","220.71","129.38","220.71","129.38","91.33","0.00","0.00","220.71","91.33"
"1924","1075","20260301","1748","192","Completed","1","170.10","125.07","170.10","125.07","45.03","2.50","0.00","167.60","42.53"
"1925","1075","20260301","1748","230","Completed","1","94.90","67.25","94.90","67.25","27.65","2.50","0.00","92.40","25.15"
"1926","1076","20260921","1985","228","Completed","1","68.08","45.01","68.08","45.01","23.07","5.00","5.00","63.08","18.07"
"1927","1076","20260921","1985","188","Completed","1","147.11","98.96","147.11","98.96","48.15","5.00","5.00","142.11","43.15"
"1928","1077","20250610","1658","207","Completed","1","440.02","275.08","440.02","275.08","164.94","10.00","9.99","430.02","154.94"
"1929","1078","20260915","1854","187","Completed","1","90.39","64.58","90.39","64.58","25.81","0.00","2.00","90.39","25.81"
"1930","1078","20260915","1854","240","Completed","1","51.43","38.16","51.43","38.16","13.27","0.00","2.00","51.43","13.27"
"1931","1078","20260915","1854","203","Completed","1","55.41","37.95","55.41","37.95","17.46","0.00","2.00","55.41","17.46"
"1932","1079","20260519","1582","194","Completed","1","308.11","207.51","308.11","207.51","100.60","10.00","9.99","298.11","90.60"
"1933","1080","20260807","1712","224","Completed","1","44.39","27.23","44.39","27.23","17.16","1.67","3.33","42.72","15.49"
"1934","1080","20260807","1712","200","Completed","1","212.44","119.33","212.44","119.33","93.11","1.67","3.33","210.77","91.44"
"1935","1080","20260807","1712","234","Completed","2","172.64","112.28","345.28","224.56","120.72","1.67","3.33","343.61","119.05"
"1936","1081","20260121","1840","228","Completed","1","68.08","45.01","68.08","45.01","23.07","10.00","9.99","58.08","13.07"
"1937","1082","20260316","1588","207","Completed","1","440.02","275.08","440.02","275.08","164.94","0.00","0.00","440.02","164.94"
"1938","1082","20260316","1588","191","Completed","1","45.75","27.33","45.75","27.33","18.42","0.00","0.00","45.75","18.42"
"1939","1083","20260829","1596","215","Completed","1","45.82","32.17","45.82","32.17","13.65","0.00","5.99","45.82","13.65"
"1940","1084","20260907","1860","186","Completed","1","423.31","240.26","423.31","240.26","183.05","5.00","0.00","418.31","178.05"
"1941","1084","20260907","1860","213","Completed","2","148.42","96.71","296.84","193.42","103.42","5.00","0.00","291.84","98.42"
"1942","1085","20260806","1707","191","Returned","1","45.75","27.33","45.75","27.33","18.42","5.00","5.00","40.75","13.42"
"1943","1085","20260806","1707","226","Returned","1","155.18","87.63","155.18","87.63","67.55","5.00","5.00","150.18","62.55"
"1944","1086","20260515","1574","232","Completed","1","292.00","192.97","292.00","192.97","99.03","15.00","0.00","277.00","84.03"
"1945","1087","20260729","1570","203","Returned","1","55.41","37.95","55.41","37.95","17.46","10.00","5.99","45.41","7.46"
"1946","1088","20251126","1638","225","Completed","2","98.36","65.70","196.72","131.40","65.32","0.00","2.00","196.72","65.32"
"1947","1088","20251126","1638","232","Completed","2","292.00","192.97","584.00","385.94","198.06","0.00","2.00","584.00","198.06"
"1948","1088","20251126","1638","199","Completed","1","154.93","112.90","154.93","112.90","42.03","0.00","2.00","154.93","42.03"
"1949","1089","20260203","1795","235","Completed","1","40.99","23.15","40.99","23.15","17.84","7.50","3.00","33.49","10.34"
"1950","1089","20260203","1795","183","Completed","1","60.67","34.80","60.67","34.80","25.87","7.50","3.00","53.17","18.37"
"1951","1090","20260601","1787","199","Returned","1","154.93","112.90","154.93","112.90","42.03","0.00","0.00","154.93","42.03"
"1952","1090","20260601","1787","213","Returned","1","148.42","96.71","148.42","96.71","51.71","0.00","0.00","148.42","51.71"
"1953","1091","20260616","1566","209","Returned","1","157.08","117.89","157.08","117.89","39.19","2.50","3.00","154.58","36.69"
"1954","1091","20260616","1566","183","Returned","2","60.67","34.80","121.34","69.60","51.74","2.50","3.00","118.84","49.24"
"1955","1092","20250725","1845","188","Completed","1","147.11","98.96","147.11","98.96","48.15","7.50","3.00","139.61","40.65"
"1956","1092","20250725","1845","192","Completed","1","170.10","125.07","170.10","125.07","45.03","7.50","3.00","162.60","37.53"
"1957","1093","20260411","1749","204","Completed","1","186.71","108.43","186.71","108.43","78.28","0.00","0.00","186.71","78.28"
"1958","1094","20260608","1609","234","Completed","1","172.64","112.28","172.64","112.28","60.36","0.00","5.00","172.64","60.36"
"1959","1094","20260608","1609","196","Completed","1","65.17","42.83","65.17","42.83","22.34","0.00","5.00","65.17","22.34"
"1960","1095","20260228","1922","205","Returned","2","77.40","52.92","154.80","105.84","48.96","5.00","2.00","149.80","43.96"
"1961","1095","20260228","1922","209","Returned","1","157.08","117.89","157.08","117.89","39.19","5.00","2.00","152.08","34.19"
"1962","1095","20260228","1922","233","Returned","1","100.29","55.86","100.29","55.86","44.43","5.00","2.00","95.29","39.43"
"1963","1096","20260912","1712","232","Returned","3","292.00","192.97","876.00","578.91","297.09","2.50","0.00","873.50","294.59"
"1964","1096","20260912","1712","218","Returned","1","195.26","111.40","195.26","111.40","83.86","2.50","0.00","192.76","81.36"
"1965","1097","20260901","1911","235","Cancelled","2","40.99","23.15","81.98","46.30","35.68","0.00","2.00","81.98","35.68"
"1966","1097","20260901","1911","214","Cancelled","1","443.92","253.54","443.92","253.54","190.38","0.00","2.00","443.92","190.38"
"1967","1097","20260901","1911","187","Cancelled","1","90.39","64.58","90.39","64.58","25.81","0.00","2.00","90.39","25.81"
"1968","1098","20260511","1865","186","Completed","2","423.31","240.26","846.62","480.52","366.10","0.00","5.99","846.62","366.10"
"1969","1099","20260419","1634","223","Completed","1","80.76","46.98","80.76","46.98","33.78","15.00","5.99","65.76","18.78"
"1970","1100","20251118","1666","214","Cancelled","3","443.92","253.54","1331.76","760.62","571.14","1.67","3.33","1330.09","569.47"
"1971","1100","20251118","1666","208","Cancelled","2","270.85","183.28","541.70","366.56","175.14","1.67","3.33","540.03","173.47"
"1972","1100","20251118","1666","236","Cancelled","1","335.82","190.06","335.82","190.06","145.76","1.67","3.33","334.15","144.09"
"1973","1101","20260713","1732","239","Completed","2","116.83","67.33","233.66","134.66","99.00","2.50","0.00","231.16","96.50"
"1974","1101","20260713","1732","200","Completed","1","212.44","119.33","212.44","119.33","93.11","2.50","0.00","209.94","90.61"
"1975","1101","20260713","1732","181","Completed","1","101.22","64.39","101.22","64.39","36.83","2.50","0.00","98.72","34.33"
"1976","1101","20260713","1732","230","Completed","1","94.90","67.25","94.90","67.25","27.65","2.50","0.00","92.40","25.15"
"1977","1102","20260630","1933","236","Cancelled","1","335.82","190.06","335.82","190.06","145.76","0.00","0.00","335.82","145.76"
"1978","1102","20260630","1933","209","Cancelled","2","157.08","117.89","314.16","235.78","78.38","0.00","0.00","314.16","78.38"
"1979","1103","20260814","1673","229","Completed","2","328.53","211.34","657.06","422.68","234.38","10.00","0.00","647.06","224.38"
"1980","1104","20260115","1981","188","Completed","1","147.11","98.96","147.11","98.96","48.15","7.50","5.00","139.61","40.65"
"1981","1104","20260115","1981","226","Completed","1","155.18","87.63","155.18","87.63","67.55","7.50","5.00","147.68","60.05"
"1982","1105","20260917","1779","238","Completed","1","192.21","117.17","192.21","117.17","75.04","0.00","0.00","192.21","75.04"
"1983","1106","20260911","1512","185","Returned","1","121.63","79.08","121.63","79.08","42.55","0.00","5.99","121.63","42.55"
"1984","1107","20260710","1903","203","Returned","1","55.41","37.95","55.41","37.95","17.46","0.00","3.00","55.41","17.46"
"1985","1107","20260710","1903","199","Returned","2","154.93","112.90","309.86","225.80","84.06","0.00","3.00","309.86","84.06"
"1986","1108","20260526","1667","212","Cancelled","1","97.33","68.97","97.33","68.97","28.36","15.00","9.99","82.33","13.36"
"1987","1109","20260414","1525","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","0.00","1.50","155.18","67.55"
"1988","1109","20260414","1525","188","Cancelled","2","147.11","98.96","294.22","197.92","96.30","0.00","1.50","294.22","96.30"
"1989","1109","20260414","1525","223","Cancelled","1","80.76","46.98","80.76","46.98","33.78","0.00","1.50","80.76","33.78"
"1990","1109","20260414","1525","208","Cancelled","2","270.85","183.28","541.70","366.56","175.14","0.00","1.50","541.70","175.14"
"1991","1110","20260429","1663","226","Returned","1","155.18","87.63","155.18","87.63","67.55","0.00","0.00","155.18","67.55"
"1992","1110","20260429","1663","190","Returned","3","100.47","76.85","301.41","230.55","70.86","0.00","0.00","301.41","70.86"
"1993","1110","20260429","1663","219","Returned","1","272.42","159.43","272.42","159.43","112.99","0.00","0.00","272.42","112.99"
"1994","1110","20260429","1663","186","Returned","1","423.31","240.26","423.31","240.26","183.05","0.00","0.00","423.31","183.05"
"1995","1111","20260604","1988","211","Completed","2","412.95","299.35","825.90","598.70","227.20","7.50","5.00","818.40","219.70"
"1996","1111","20260604","1988","209","Completed","3","157.08","117.89","471.24","353.67","117.57","7.50","5.00","463.74","110.07"
"1997","1112","20260106","1836","235","Completed","2","40.99","23.15","81.98","46.30","35.68","5.00","3.33","76.98","30.68"
"1998","1112","20260106","1836","205","Completed","1","77.40","52.92","77.40","52.92","24.48","5.00","3.33","72.40","19.48"
"1999","1112","20260106","1836","200","Completed","1","212.44","119.33","212.44","119.33","93.11","5.00","3.33","207.44","88.11"
"2000","1113","20260917","1956","185","Completed","1","121.63","79.08","121.63","79.08","42.55","10.00","5.99","111.63","32.55"
"2001","1114","20260820","1646","221","Completed","1","211.10","133.66","211.10","133.66","77.44","5.00","9.99","206.10","72.44"
"2002","1115","20260903","1769","232","Completed","1","292.00","192.97","292.00","192.97","99.03","0.00","3.00","292.00","99.03"
"2003","1115","20260903","1769","206","Completed","1","140.62","81.04","140.62","81.04","59.58","0.00","3.00","140.62","59.58"
"2004","1116","20251026","1617","217","Completed","1","148.68","108.91","148.68","108.91","39.77","7.50","0.00","141.18","32.27"
"2005","1116","20251026","1617","221","Completed","1","211.10","133.66","211.10","133.66","77.44","7.50","0.00","203.60","69.94"
"2006","1117","20250719","1568","236","Completed","1","335.82","190.06","335.82","190.06","145.76","0.00","0.00","335.82","145.76"
"2007","1117","20250719","1568","224","Completed","1","44.39","27.23","44.39","27.23","17.16","0.00","0.00","44.39","17.16"
"2008","1118","20251028","1748","227","Completed","2","220.71","129.38","441.42","258.76","182.66","0.00","5.00","441.42","182.66"
"2009","1118","20251028","1748","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","5.00","98.36","32.66"
"2010","1119","20260614","1846","217","Cancelled","1","148.68","108.91","148.68","108.91","39.77","15.00","9.99","133.68","24.77"
"2011","1120","20260604","1770","230","Completed","1","94.90","67.25","94.90","67.25","27.65","0.00","3.00","94.90","27.65"
"2012","1120","20260604","1770","229","Completed","2","328.53","211.34","657.06","422.68","234.38","0.00","3.00","657.06","234.38"
"2013","1121","20251116","1861","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","5.00","98.36","32.66"
"2014","1121","20251116","1861","235","Completed","1","40.99","23.15","40.99","23.15","17.84","0.00","5.00","40.99","17.84"
"2015","1122","20260524","1512","184","Cancelled","2","93.32","65.41","186.64","130.82","55.82","0.00","2.00","186.64","55.82"
"2016","1122","20260524","1512","235","Cancelled","1","40.99","23.15","40.99","23.15","17.84","0.00","2.00","40.99","17.84"
"2017","1122","20260524","1512","202","Cancelled","1","148.28","83.26","148.28","83.26","65.02","0.00","2.00","148.28","65.02"
"2018","1123","20251025","1692","233","Cancelled","1","100.29","55.86","100.29","55.86","44.43","10.00","0.00","90.29","34.43"
"2019","1124","20260627","1717","182","Cancelled","2","336.54","258.11","673.08","516.22","156.86","2.50","3.00","670.58","154.36"
"2020","1124","20260627","1717","204","Cancelled","1","186.71","108.43","186.71","108.43","78.28","2.50","3.00","184.21","75.78"
"2021","1125","20260920","1684","184","Completed","1","93.32","65.41","93.32","65.41","27.91","0.00","5.99","93.32","27.91"
"2022","1126","20260405","1801","224","Completed","1","44.39","27.23","44.39","27.23","17.16","0.00","0.00","44.39","17.16"
"2023","1127","20260105","1695","195","Cancelled","1","249.99","156.58","249.99","156.58","93.41","0.00","3.00","249.99","93.41"
"2024","1127","20260105","1695","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","0.00","3.00","155.18","67.55"
"2025","1128","20251222","1964","212","Completed","1","97.33","68.97","97.33","68.97","28.36","5.00","0.00","92.33","23.36"
"2026","1128","20251222","1964","237","Completed","1","155.89","96.42","155.89","96.42","59.47","5.00","0.00","150.89","54.47"
"2027","1129","20260729","1688","216","Completed","1","315.71","189.79","315.71","189.79","125.92","0.00","0.00","315.71","125.92"
"2028","1130","20260504","1791","196","Cancelled","2","65.17","42.83","130.34","85.66","44.68","0.00","0.00","130.34","44.68"
"2029","1130","20260504","1791","203","Cancelled","2","55.41","37.95","110.82","75.90","34.92","0.00","0.00","110.82","34.92"
"2030","1130","20260504","1791","210","Cancelled","3","116.09","88.40","348.27","265.20","83.07","0.00","0.00","348.27","83.07"
"2031","1130","20260504","1791","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","0.00","0.00","155.18","67.55"
"2032","1131","20260619","1576","195","Completed","1","249.99","156.58","249.99","156.58","93.41","0.00","3.33","249.99","93.41"
"2033","1131","20260619","1576","209","Completed","1","157.08","117.89","157.08","117.89","39.19","0.00","3.33","157.08","39.19"
"2034","1131","20260619","1576","204","Completed","2","186.71","108.43","373.42","216.86","156.56","0.00","3.33","373.42","156.56"
"2035","1132","20260712","1571","223","Completed","1","80.76","46.98","80.76","46.98","33.78","10.00","5.99","70.76","23.78"
"2036","1133","20260313","1793","208","Completed","1","270.85","183.28","270.85","183.28","87.57","10.00","9.99","260.85","77.57"
"2037","1134","20260610","1895","223","Completed","1","80.76","46.98","80.76","46.98","33.78","0.00","0.00","80.76","33.78"
"2038","1134","20260610","1895","181","Completed","1","101.22","64.39","101.22","64.39","36.83","0.00","0.00","101.22","36.83"
"2039","1134","20260610","1895","183","Completed","1","60.67","34.80","60.67","34.80","25.87","0.00","0.00","60.67","25.87"
"2040","1134","20260610","1895","217","Completed","1","148.68","108.91","148.68","108.91","39.77","0.00","0.00","148.68","39.77"
"2041","1135","20250531","1627","225","Completed","1","98.36","65.70","98.36","65.70","32.66","5.00","9.99","93.36","27.66"
"2042","1136","20260825","1842","223","Completed","3","80.76","46.98","242.28","140.94","101.34","0.00","0.00","242.28","101.34"
"2043","1137","20260610","1698","190","Completed","1","100.47","76.85","100.47","76.85","23.62","0.00","0.00","100.47","23.62"
"2044","1137","20260610","1698","198","Completed","2","71.76","49.35","143.52","98.70","44.82","0.00","0.00","143.52","44.82"
"2045","1138","20260308","1985","233","Completed","2","100.29","55.86","200.58","111.72","88.86","5.00","3.33","195.58","83.86"
"2046","1138","20260308","1985","187","Completed","3","90.39","64.58","271.17","193.74","77.43","5.00","3.33","266.17","72.43"
"2047","1138","20260308","1985","200","Completed","1","212.44","119.33","212.44","119.33","93.11","5.00","3.33","207.44","88.11"
"2048","1139","20260128","1701","192","Completed","1","170.10","125.07","170.10","125.07","45.03","2.50","5.00","167.60","42.53"
"2049","1139","20260128","1701","187","Completed","2","90.39","64.58","180.78","129.16","51.62","2.50","5.00","178.28","49.12"
"2050","1140","20250912","1896","207","Completed","1","440.02","275.08","440.02","275.08","164.94","0.00","0.00","440.02","164.94"
"2051","1140","20250912","1896","239","Completed","1","116.83","67.33","116.83","67.33","49.50","0.00","0.00","116.83","49.50"
"2052","1141","20251104","1614","208","Returned","1","270.85","183.28","270.85","183.28","87.57","0.00","5.00","270.85","87.57"
"2053","1141","20251104","1614","194","Returned","1","308.11","207.51","308.11","207.51","100.60","0.00","5.00","308.11","100.60"
"2054","1142","20260303","1506","216","Completed","1","315.71","189.79","315.71","189.79","125.92","0.00","2.00","315.71","125.92"
"2055","1142","20260303","1506","192","Completed","2","170.10","125.07","340.20","250.14","90.06","0.00","2.00","340.20","90.06"
"2056","1142","20260303","1506","208","Completed","1","270.85","183.28","270.85","183.28","87.57","0.00","2.00","270.85","87.57"
"2057","1143","20260728","1974","226","Completed","1","155.18","87.63","155.18","87.63","67.55","0.00","0.00","155.18","67.55"
"2058","1144","20260727","1796","217","Completed","1","148.68","108.91","148.68","108.91","39.77","0.00","3.33","148.68","39.77"
"2059","1144","20260727","1796","215","Completed","1","45.82","32.17","45.82","32.17","13.65","0.00","3.33","45.82","13.65"
"2060","1144","20260727","1796","200","Completed","1","212.44","119.33","212.44","119.33","93.11","0.00","3.33","212.44","93.11"
"2061","1145","20250618","1983","231","Completed","1","111.88","80.39","111.88","80.39","31.49","0.00","0.00","111.88","31.49"
"2062","1145","20250618","1983","219","Completed","1","272.42","159.43","272.42","159.43","112.99","0.00","0.00","272.42","112.99"
"2063","1146","20260912","1874","188","Returned","1","147.11","98.96","147.11","98.96","48.15","10.00","5.99","137.11","38.15"
"2064","1147","20260222","1622","202","Completed","1","148.28","83.26","148.28","83.26","65.02","7.50","3.00","140.78","57.52"
"2065","1147","20260222","1622","186","Completed","3","423.31","240.26","1269.93","720.78","549.15","7.50","3.00","1262.43","541.65"
"2066","1148","20260803","1583","198","Completed","1","71.76","49.35","71.76","49.35","22.41","10.00","5.99","61.76","12.41"
"2067","1149","20260712","1921","232","Completed","1","292.00","192.97","292.00","192.97","99.03","5.00","9.99","287.00","94.03"
"2068","1150","20260920","1529","235","Completed","1","40.99","23.15","40.99","23.15","17.84","0.00","0.00","40.99","17.84"
